device id,device type,user social score,latitude,longitude,timestamp,data integrity score,authenticity score,anomaly score,twin sync latency ms,battery level pct,network strength db,encryption enabled,firmware version,vulnerability count,suspicious interactions count,fused confidence,risk score,risk level,recommended action,device id,device type,user social score,latitude,longitude,timestamp
dev_100219,router,0.842,23.838871,78.139986,39:38.5,0.822,0.802,0.287,132,74,-70.6,TRUE,1.0.7,1,1,0.662,0.208,Low,Normal monitoring; periodic audit,dev_100219,router,111.571605,150.220598,188.869591,39:38.5
dev_100220,vehicle,0.603,23.895729,80.603022,39:51.5,0.551,0.807,0.147,106,44,-61.7,FALSE,1.2.1,0,1,0.879,0.192,Low,Normal monitoring; periodic audit,dev_100220,vehicle,115.033939,155.03395,195.033961,39:51.5
dev_100221,vehicle,0.802,22.435791,82.787312,34:02.5,0.888,0.561,0.161,131,70,-66.9,TRUE,2.0.7,0,0,0.75,0.151,Low,Normal monitoring; periodic audit,dev_100221,vehicle,117.327013,158.319669,199.312325,34:02.5
dev_100222,appliance,0.388,25.069351,81.631389,12:22.5,0.684,0.644,0.422,126,54,-65.1,TRUE,2.1.0,0,3,0.755,0.321,Low,Normal monitoring; periodic audit,dev_100222,appliance,116.9396357,157.5613302,198.1830247,12:22.5
dev_100223,vehicle,0.713,17.506121,80.117189,09:13.5,0.891,0.439,0.196,139,66,-66,TRUE,1.2.5,0,1,0.774,0.198,Low,Normal monitoring; periodic audit,dev_100223,vehicle,112.182959,151.8850535,191.587148,09:13.5
dev_100224,appliance,0.513,21.819454,74.06337,19:28.5,0.894,0.932,0.414,67,80,-70.5,TRUE,2.1.0,0,4,0.65,0.246,Low,Normal monitoring; periodic audit,dev_100224,appliance,105.6823113,142.4574963,179.2326813,19:28.5
dev_100225,sensor,0.671,20.67849,76.291918,40:37.5,0.861,0.429,0.203,111,89,-82.2,FALSE,2.0.6,1,1,0.8,0.225,Low,Normal monitoring; periodic audit,dev_100225,sensor,108.168054,145.978513,183.788972,40:37.5
dev_100226,sensor,0.625,17.038065,78.383562,35:41.5,0.902,0.771,0.26,28,71,-56.3,TRUE,1.2.9,1,1,0.63,0.182,Low,Normal monitoring; periodic audit,dev_100226,sensor,109.7741043,148.6533853,187.5326663,35:41.5
dev_100227,router,0.639,24.794082,76.669736,47:35.5,0.753,0.808,0.465,154,80,-75.9,TRUE,1.0.3,2,1,0.708,0.303,Low,Normal monitoring; periodic audit,dev_100227,router,110.0650087,148.0803767,186.0957447,47:35.5
dev_100228,thermostat,0.619,16.761179,75.253551,34:40.5,0.745,0.788,0.445,354,38,-74.3,FALSE,1.2.7,2,1,0.8,0.31,Low,Normal monitoring; periodic audit,dev_100228,thermostat,105.512461,142.8297365,180.147012,34:40.5
dev_100229,router,0.655,21.987448,77.342888,59:00.5,0.874,0.411,0.219,87,85,-75.5,TRUE,1.0.0,0,0,0.669,0.195,Low,Normal monitoring; periodic audit,dev_100229,router,110.0163333,148.3602773,186.7042213,59:00.5
dev_100230,wearable,0.526,21.316538,78.381437,40:37.5,0.614,0.563,0.347,289,74,-64.9,TRUE,3.0.2,1,0,0.705,0.297,Low,Normal monitoring; periodic audit,dev_100230,wearable,111.2634287,150.1911472,189.1188657,40:37.5
dev_100231,smartphone,0.71,16.321063,81.864214,50:29.5,0.416,0.66,0.314,225,60,-69.2,TRUE,2.1.6,1,0,0.841,0.308,Low,Normal monitoring; periodic audit,dev_100231,smartphone,114.1193063,154.6964133,195.2735203,50:29.5
dev_100232,camera,0.754,24.16399,78.113972,21:51.5,0.873,0.61,0.517,105,99,-79.8,TRUE,2.0.1,1,0,0.696,0.289,Low,Normal monitoring; periodic audit,dev_100232,camera,111.7039593,150.3839453,189.0639313,21:51.5
dev_100233,thermostat,0.632,24.212138,78.733998,07:32.5,0.896,0.395,0.29,78,44,-73.5,TRUE,2.0.4,2,1,0.842,0.271,Low,Normal monitoring; periodic audit,dev_100233,thermostat,112.6280433,151.6790423,190.7300413,07:32.5
dev_100234,smart_speaker,0.541,25.486499,74.51035,39:01.5,0.98,0.664,0.607,69,57,-76.9,TRUE,2.0.7,0,1,0.755,0.287,Low,Normal monitoring; periodic audit,dev_100234,smart_speaker,107.4819663,144.4666413,181.4513163,39:01.5
dev_100235,wearable,0.716,19.856883,77.299942,53:49.5,0.813,0.83,0.188,107,65,-78.8,FALSE,2.0.8,1,0,0.621,0.153,Low,Normal monitoring; periodic audit,dev_100235,wearable,109.208217,147.500188,185.792159,53:49.5
dev_100236,wearable,0.668,25.273922,83.110393,14:36.5,0.944,0.674,0,144,35,-74,TRUE,2.1.8,2,1,0.725,0.121,Low,Normal monitoring; periodic audit,dev_100236,wearable,118.7931647,160.0143612,201.2355577,14:36.5
dev_100237,thermostat,0.801,17.522096,75.873956,32:58.5,0.889,0.763,0.144,72,28,-74.2,TRUE,1.0.4,0,1,0.8,0.128,Low,Normal monitoring; periodic audit,dev_100237,thermostat,106.4719733,144.0084513,181.5449293,32:58.5
dev_100238,appliance,0.665,20.424362,78.123607,05:38.5,0.781,0.792,0.571,31,89,-56,TRUE,1.2.8,0,1,0.746,0.293,Low,Normal monitoring; periodic audit,dev_100238,appliance,110.5295967,149.2589002,187.9882037,05:38.5
dev_100239,smartphone,0.719,18.766292,81.625941,33:44.5,0.873,0.79,0.226,16,80,-91.3,TRUE,1.2.4,3,2,0.919,0.226,Low,Normal monitoring; periodic audit,dev_100239,smartphone,114.6106853,155.0641558,195.5176263,33:44.5
dev_100240,router,0.382,20.301864,75.952198,15:13.5,0.821,0.679,0.43,187,38,-95.3,TRUE,1.1.7,0,1,0.723,0.26,Low,Normal monitoring; periodic audit,dev_100240,router,107.7822187,145.5673177,183.3524167,15:13.5
dev_100241,vehicle,0.574,24.878778,79.760271,18:21.5,0.606,0.795,0.634,57,49,-61.4,TRUE,1.2.8,2,0,0.905,0.372,Medium,Schedule patch; Enable additional logging; User notification,dev_100241,vehicle,114.2572873,153.8504228,193.4435583,18:21.5
dev_100242,appliance,0.465,21.100605,82.130834,56:44.5,0.591,0.664,0.549,178,100,-93.1,TRUE,2.0.5,1,1,0.729,0.369,Medium,Schedule patch; Enable additional logging; User notification,dev_100242,appliance,116.2313137,157.0642307,197.8971477,56:44.5
dev_100243,wearable,0.715,22.888914,74.166311,46:27.5,0.819,0.34,0.126,141,40,-70,TRUE,2.1.6,0,0,0.686,0.186,Low,Normal monitoring; periodic audit,dev_100243,wearable,106.041386,142.7670415,179.492697,46:27.5
dev_100244,appliance,0.956,16.337984,78.999818,31:46.5,0.473,0.882,0.728,59,74,-58.8,FALSE,1.0.5,0,0,0.541,0.381,Medium,Schedule patch; Enable additional logging; User notification,dev_100244,appliance,110.141752,149.163661,188.18557,31:46.5
dev_100245,appliance,0.34,16.263611,74.244813,15:21.5,0.57,0.596,0.059,203,67,-75.1,TRUE,2.0.2,0,0,0.444,0.177,Low,Normal monitoring; periodic audit,dev_100245,appliance,104.187621,141.1400275,178.092434,15:21.5
dev_100246,smartphone,0.585,20.202387,80.675944,48:41.5,0.661,0.675,0.18,286,39,-73.4,FALSE,1.1.8,1,2,0.778,0.246,Low,Normal monitoring; periodic audit,dev_100246,smartphone,113.9120543,153.9575263,194.0029983,48:41.5
dev_100247,vehicle,0.737,22.892591,78.072229,04:38.5,0.557,0.832,0.057,139,64,-77.1,TRUE,1.0.7,0,1,0.829,0.157,Low,Normal monitoring; periodic audit,dev_100247,vehicle,111.2358357,149.9034502,188.5710647,04:38.5
dev_100248,router,0.469,24.815933,79.888582,35:05.5,0.634,0.799,0.232,39,66,-75.6,TRUE,1.0.2,2,0,0.571,0.224,Low,Normal monitoring; periodic audit,dev_100248,router,114.4774203,154.1872113,193.8970023,35:05.5
dev_100249,thermostat,0.387,21.710257,79.620373,37:30.5,0.817,0.671,0.545,197,72,-77.7,FALSE,1.0.7,1,1,0.978,0.322,Low,Normal monitoring; periodic audit,dev_100249,thermostat,113.1392497,152.7559362,192.3726227,37:30.5
dev_100250,smart_speaker,0.623,24.221408,75.591927,58:38.5,0.739,0.819,0.454,84,34,-92.1,TRUE,1.2.9,2,1,0.722,0.297,Low,Normal monitoring; periodic audit,dev_100250,smart_speaker,108.4477053,145.9321688,183.4166323,58:38.5
dev_100251,camera,0.497,23.177548,80.023038,39:52.5,0.656,0.487,0.19,21,99,-83.6,TRUE,1.2.8,1,1,0.866,0.249,Low,Normal monitoring; periodic audit,dev_100251,camera,114.0919,153.854919,193.617938,39:52.5
dev_100252,vehicle,0.478,15.905836,83.631556,11:16.5,0.612,0.614,0.007,7,74,-91.8,TRUE,3.0.7,0,0,0.783,0.138,Low,Normal monitoring; periodic audit,dev_100252,vehicle,116.49202,158.068798,199.645576,11:16.5
dev_100253,smartphone,0.682,25.034113,77.925673,37:15.5,0.975,0.649,0.097,150,82,-50.9,FALSE,2.1.1,1,1,0.489,0.135,Low,Normal monitoring; periodic audit,dev_100253,smartphone,111.790935,150.4127715,189.034608,37:15.5
dev_100254,smart_speaker,0.799,16.588662,80.004639,07:52.5,0.99,0.792,0.042,13,62,-69.7,FALSE,1.1.1,1,0,0.618,0.067,Low,Normal monitoring; periodic audit,dev_100254,smart_speaker,111.6697393,151.2725588,190.8753783,07:52.5
dev_100255,camera,0.748,16.249708,80.869053,10:22.5,0.772,0.22,0.12,170,42,-54.3,TRUE,3.0.1,1,0,0.88,0.232,Low,Normal monitoring; periodic audit,dev_100255,camera,112.7433067,152.8038332,192.8643597,10:22.5
dev_100256,smart_speaker,0.373,22.251544,76.825143,18:48.5,0.779,0.735,0.223,41,24,-66.2,TRUE,1.0.0,0,1,0.831,0.181,Low,Normal monitoring; periodic audit,dev_100256,smart_speaker,109.6020387,147.8281102,186.0541817,18:48.5
dev_100257,smartphone,0.33,24.307036,83.951947,37:43.5,0.669,0.79,0.527,77,2,-66.9,TRUE,1.2.5,1,1,0.643,0.321,Low,Normal monitoring; periodic audit,dev_100257,smartphone,119.8182747,161.6292482,203.4402217,37:43.5
dev_100258,thermostat,0.53,19.988354,78.926128,39:54.5,0.38,0.658,0.386,158,77,-50.1,FALSE,1.1.8,0,0,0.827,0.318,Low,Normal monitoring; periodic audit,dev_100258,thermostat,111.5442887,150.7423527,189.9404167,39:54.5
dev_100259,thermostat,0.615,19.743678,77.232321,51:20.5,0.874,0.85,0.694,263,100,-62.9,TRUE,1.1.2,0,0,0.75,0.304,Low,Normal monitoring; periodic audit,dev_100259,thermostat,109.147654,147.4563145,185.764975,51:20.5
dev_100260,appliance,0.322,23.998128,80.975833,08:55.5,0.903,0.803,0.519,41,100,-75.9,TRUE,2.1.3,0,1,0.822,0.249,Low,Normal monitoring; periodic audit,dev_100260,appliance,115.7524867,156.0794032,196.4063197,08:55.5
dev_100261,thermostat,0.743,22.231616,75.096771,52:59.5,0.81,0.972,0.391,249,100,-66.1,TRUE,1.1.7,2,0,0.81,0.229,Low,Normal monitoring; periodic audit,dev_100261,thermostat,107.0442333,144.2211188,181.3980043,52:59.5
dev_100262,router,0.736,24.54132,75.138472,59:58.5,0.538,0.922,0.139,186,56,-85.9,TRUE,1.2.0,2,2,0.767,0.233,Low,Normal monitoring; periodic audit,dev_100262,router,107.8744027,145.0756387,182.2768747,59:58.5
dev_100263,router,0.952,22.099765,82.859774,09:08.5,0.7,0.629,0.079,48,29,-69.3,TRUE,1.2.8,1,0,0.848,0.164,Low,Normal monitoring; periodic audit,dev_100263,router,117.2116203,158.1655073,199.1193943,09:08.5
dev_100264,router,0.747,22.756953,80.656754,28:25.5,0.685,0.332,0.388,132,100,-42.1,TRUE,1.2.9,2,0,0.756,0.343,Low,Normal monitoring; periodic audit,dev_100264,router,114.6299897,154.5848667,194.5397437,28:25.5
dev_100265,appliance,0.73,21.74273,78.787136,28:22.5,0.686,0.554,0.115,222,53,-71.4,TRUE,3.0.4,2,1,0.594,0.235,Low,Normal monitoring; periodic audit,dev_100265,appliance,111.8104247,150.8389927,189.8675607,28:22.5
dev_100266,smart_speaker,0.482,20.06643,74.686664,00:51.5,0.765,0.813,0.119,62,50,-67.7,TRUE,1.1.6,0,1,1,0.136,Low,Normal monitoring; periodic audit,dev_100266,smart_speaker,105.9496953,143.0520273,180.1543593,00:51.5
dev_100267,camera,0.445,17.306434,81.379278,56:25.5,0.555,0.557,0.533,221,28,-61.7,TRUE,1.1.6,0,1,0.63,0.37,Medium,Schedule patch; Enable additional logging; User notification,dev_100267,camera,113.9778487,154.4449877,194.9121267,56:25.5
dev_100268,smart_speaker,0.75,18.838082,77.305053,34:26.5,0.878,0.636,0.21,90,28,-67.4,TRUE,3.0.4,11,1,0.657,0.324,Low,Normal monitoring; periodic audit,dev_100268,smart_speaker,108.8527647,147.1302912,185.4078177,34:26.5
dev_100269,smart_speaker,0.443,15.971901,75.193421,12:41.5,0.723,0.522,0,191,32,-87.7,TRUE,1.0.9,3,1,0.704,0.21,Low,Normal monitoring; periodic audit,dev_100269,smart_speaker,105.2865283,142.6617388,180.0369493,12:41.5
dev_100270,smartphone,0.362,17.655727,82.728505,00:19.5,0.94,0.542,0.427,118,89,-63.3,TRUE,2.1.7,1,1,0.714,0.271,Low,Normal monitoring; periodic audit,dev_100270,smartphone,115.9485823,157.1318348,198.3150873,00:19.5
dev_100271,smart_speaker,0.536,16.147024,75.944207,39:50.5,0.39,0.795,0.28,23,100,-88.6,FALSE,1.1.9,0,1,0.557,0.269,Low,Normal monitoring; periodic audit,dev_100271,smart_speaker,106.2839507,143.9880542,181.6921577,39:50.5
dev_100272,wearable,0.433,19.595253,75.467855,36:35.5,0.499,0.391,0.085,90,60,-94.9,FALSE,3.0.3,1,0,0.659,0.245,Low,Normal monitoring; periodic audit,dev_100272,wearable,106.866891,144.3843185,181.901746,36:35.5
dev_100273,thermostat,0.665,16.73132,78.072506,28:55.5,0.55,0.815,0.305,52,65,-80.6,TRUE,3.0.1,1,0,0.841,0.246,Low,Normal monitoring; periodic audit,dev_100273,thermostat,109.230448,147.934201,186.637954,28:55.5
dev_100274,smartphone,0.648,17.232903,77.776988,27:53.5,0.746,0.587,0.341,179,62,-80.8,TRUE,1.2.7,8,0,0.741,0.391,Medium,Schedule patch; Enable additional logging; User notification,dev_100274,smartphone,109.0149517,147.5794457,186.1439397,27:53.5
dev_100275,thermostat,0.518,24.5447,83.789424,42:49.5,0.591,0.63,0.081,237,77,-65.6,TRUE,1.0.4,0,0,0.663,0.178,Low,Normal monitoring; periodic audit,dev_100275,thermostat,119.5554653,161.1911773,202.8268893,42:49.5
dev_100276,appliance,0.537,18.325296,76.058092,52:34.5,0.663,0.244,0.188,168,92,-62.8,TRUE,1.1.3,1,2,0.703,0.307,Low,Normal monitoring; periodic audit,dev_100276,appliance,107.1612213,144.9217673,182.6823133,52:34.5
dev_100277,sensor,0.835,17.894545,78.023721,54:57.5,0.932,0.382,0.244,264,72,-75.8,TRUE,1.2.8,1,0,0.867,0.224,Low,Normal monitoring; periodic audit,dev_100277,sensor,109.4398097,148.0341702,186.6285307,54:57.5
dev_100278,smart_speaker,0.712,19.57005,77.326027,52:04.5,0.954,0.409,0.058,174,99,-52.1,TRUE,1.1.4,1,0,0.719,0.146,Low,Normal monitoring; periodic audit,dev_100278,smart_speaker,109.1500527,147.4570662,185.7640797,52:04.5
dev_100279,router,0.566,22.424396,80.570174,28:33.5,0.626,0.765,0.409,7,48,-79,TRUE,1.2.5,1,1,0.847,0.289,Low,Normal monitoring; periodic audit,dev_100279,router,114.524364,154.526451,194.528538,28:33.5
dev_100280,router,0.368,15.596129,75.232261,14:33.5,0.712,0.36,0.148,149,47,-82.8,FALSE,1.0.2,0,0,0.927,0.213,Low,Normal monitoring; periodic audit,dev_100280,router,105.2630577,142.6951882,180.1273187,14:33.5
dev_100281,wearable,0.558,18.116228,79.305104,10:36.5,0.703,0.616,0.146,12,57,-64.9,TRUE,3.0.6,0,1,0.813,0.185,Low,Normal monitoring; periodic audit,dev_100281,wearable,111.4068813,150.7804333,190.1539853,10:36.5
dev_100282,sensor,0.741,15.996952,74.910585,55:36.5,0.776,0.571,0.092,199,47,-68.8,TRUE,1.2.1,2,1,0.648,0.205,Low,Normal monitoring; periodic audit,dev_100282,sensor,104.7190973,141.8038898,178.8886823,55:36.5
dev_100283,smartphone,0.513,17.333804,81.570493,26:34.5,0.308,0.743,0.182,40,29,-68.8,TRUE,1.2.8,2,1,0.815,0.297,Low,Normal monitoring; periodic audit,dev_100283,smartphone,114.196592,154.7253385,195.254085,26:34.5
dev_100284,vehicle,0.82,17.120282,81.064633,43:32.5,0.784,0.91,0.519,159,34,-55.8,TRUE,3.0.4,1,0,0.767,0.265,Low,Normal monitoring; periodic audit,dev_100284,vehicle,113.2462713,153.3685878,193.4909043,43:32.5
dev_100285,vehicle,0.473,20.800254,81.38491,02:56.5,0.799,0.953,0.367,67,74,-59.2,TRUE,1.0.3,0,2,0.636,0.212,Low,Normal monitoring; periodic audit,dev_100285,vehicle,115.131298,155.587253,196.043208,02:56.5
dev_100286,sensor,0.725,15.997002,75.974265,39:08.5,0.921,0.236,0.266,172,47,-71,FALSE,1.2.9,0,2,0.832,0.265,Low,Normal monitoring; periodic audit,dev_100286,sensor,106.1480207,143.7726532,181.3972857,39:08.5
dev_100287,camera,0.852,23.624456,78.280951,49:17.5,0.799,0.669,0.342,79,91,-65.4,TRUE,3.0.7,2,0,0.78,0.251,Low,Normal monitoring; periodic audit,dev_100287,camera,111.68142,150.3958955,189.110371,49:17.5
dev_100288,smart_speaker,0.277,16.110557,75.548262,10:42.5,0.781,0.405,0.01,88,75,-84.5,TRUE,3.0.6,1,2,0.804,0.193,Low,Normal monitoring; periodic audit,dev_100288,smart_speaker,105.916535,143.552166,181.187797,10:42.5
dev_100289,smartphone,0.599,18.926117,79.913363,58:49.5,0.62,0.613,0.309,101,5,-68.1,TRUE,1.0.4,2,0,0.932,0.285,Low,Normal monitoring; periodic audit,dev_100289,smartphone,112.460523,152.1177045,191.774886,58:49.5
dev_100290,camera,0.674,17.092328,79.681188,39:43.5,0.817,0.665,0.166,66,40,-52,TRUE,1.0.3,3,2,0.685,0.238,Low,Normal monitoring; periodic audit,dev_100290,camera,111.4896933,150.9932873,190.4968813,39:43.5
dev_100291,thermostat,0.927,25.043548,75.379014,52:46.5,0.791,0.571,0.351,18,67,-70.9,TRUE,2.0.7,0,2,0.862,0.263,Low,Normal monitoring; periodic audit,dev_100291,thermostat,108.2352013,145.4612083,182.6872153,52:46.5
dev_100292,sensor,0.74,16.50853,79.101658,46:45.5,0.839,0.473,0.212,134,43,-75.9,TRUE,2.0.9,2,0,0.893,0.23,Low,Normal monitoring; periodic audit,dev_100292,sensor,110.4783873,149.6592163,188.8400453,46:45.5
dev_100293,thermostat,0.574,20.116935,78.20679,54:31.5,0.988,0.597,0.261,87,63,-60,FALSE,2.0.1,2,1,0.919,0.213,Low,Normal monitoring; periodic audit,dev_100293,thermostat,110.5986983,149.4150933,188.2314883,54:31.5
dev_100294,appliance,0.611,19.330203,77.844115,56:10.5,0.347,0.809,0.267,88,25,-84.9,TRUE,1.2.0,0,1,0.635,0.274,Low,Normal monitoring; periodic audit,dev_100294,appliance,109.828221,148.4447785,187.061336,56:10.5
dev_100295,wearable,0.693,19.038759,74.57833,25:13.5,0.731,0.797,0.367,152,100,-45.3,TRUE,2.0.7,2,2,0.484,0.291,Low,Normal monitoring; periodic audit,dev_100295,wearable,105.3220263,142.2646913,179.2073563,25:13.5
dev_100296,vehicle,0.39,22.468348,76.461575,01:12.5,0.561,0.722,0.342,177,54,-62.9,TRUE,1.0.5,1,0,0.555,0.277,Low,Normal monitoring; periodic audit,dev_100296,vehicle,109.178216,147.2140035,185.249791,01:12.5
dev_100297,vehicle,0.474,23.683477,81.966542,05:48.5,0.656,0.74,0.132,15,76,-84.3,TRUE,1.0.6,1,0,0.514,0.174,Low,Normal monitoring; periodic audit,dev_100297,vehicle,116.867215,157.613486,198.359757,05:48.5
dev_100298,camera,0.333,15.949822,78.942663,02:29.5,0.8,0.86,0.146,156,24,-59.4,TRUE,2.0.1,0,0,0.674,0.12,Low,Normal monitoring; periodic audit,dev_100298,camera,110.3514913,149.6563228,188.9611543,02:29.5
dev_100299,smartphone,0.498,19.873894,80.545738,58:47.5,0.783,0.683,0.258,132,57,-76.2,TRUE,1.0.5,2,1,0.858,0.242,Low,Normal monitoring; periodic audit,dev_100299,smartphone,113.6869487,153.7108177,193.7346867,58:47.5
dev_100300,thermostat,0.598,18.726207,81.499561,29:13.5,0.763,0.917,0.076,116,70,-53.1,TRUE,2.1.3,1,1,0.935,0.128,Low,Normal monitoring; periodic audit,dev_100300,thermostat,114.5094837,154.9602642,195.4110447,29:13.5
dev_100301,sensor,0.376,18.108002,75.698621,40:51.5,0.864,0.372,0.322,77,47,-66.1,TRUE,1.1.9,1,1,0.552,0.273,Low,Normal monitoring; periodic audit,dev_100301,sensor,106.7168287,144.3781392,182.0394497,40:51.5
dev_100302,wearable,0.476,17.024514,82.541792,25:09.5,0.925,0.846,0.111,37,58,-80.8,TRUE,1.2.2,1,2,0.752,0.131,Low,Normal monitoring; periodic audit,dev_100302,wearable,115.4132273,156.4461233,197.4790193,25:09.5
dev_100303,smartphone,0.548,23.272309,74.367992,32:07.5,0.683,0.534,0.573,90,82,-83.3,TRUE,1.2.2,0,0,0.891,0.338,Low,Normal monitoring; periodic audit,dev_100303,smartphone,106.5494257,143.4594217,180.3694177,32:07.5
dev_100304,sensor,0.888,20.709062,83.398552,11:35.5,0.542,0.772,0.336,73,63,-70.6,TRUE,1.2.2,1,0,0.849,0.266,Low,Normal monitoring; periodic audit,dev_100304,sensor,117.50909,158.764366,200.019642,11:35.5
dev_100305,smartphone,0.944,20.651123,82.133921,57:56.5,0.625,0.442,0.4,199,50,-58.9,TRUE,1.1.0,0,0,0.863,0.309,Low,Normal monitoring; periodic audit,dev_100305,smartphone,115.766269,156.3612295,196.95619,57:56.5
dev_100306,wearable,0.738,25.398408,78.90137,01:25.5,0.555,0.304,0.2,189,100,-65.6,TRUE,2.1.5,7,1,0.789,0.421,Medium,Schedule patch; Enable additional logging; User notification,dev_100306,wearable,113.1759627,152.2576477,191.3393327,01:25.5
dev_100307,smartphone,0.561,21.30223,79.233609,32:43.5,0.862,0.73,0.296,5,41,-92.9,FALSE,1.1.6,1,3,0.656,0.241,Low,Normal monitoring; periodic audit,dev_100307,smartphone,112.3715553,151.7078598,191.0441643,32:43.5
dev_100308,camera,0.307,23.834645,74.016142,42:33.5,0.626,0.585,0.35,242,79,-77.1,TRUE,2.0.7,1,0,0.764,0.29,Low,Normal monitoring; periodic audit,dev_100308,camera,106.4284043,143.2829753,180.1375463,42:33.5
dev_100309,sensor,0.889,18.88116,81.167237,33:15.5,0.343,0.726,0.284,29,59,-82.6,FALSE,2.1.1,0,3,0.757,0.323,Low,Normal monitoring; periodic audit,dev_100309,sensor,113.924036,154.0631545,194.202273,33:15.5
dev_100310,wearable,0.96,18.999459,76.97449,21:53.5,0.902,0.907,0.282,41,69,-56.9,TRUE,2.1.0,2,0,0.636,0.172,Low,Normal monitoring; periodic audit,dev_100310,wearable,108.3258063,146.3330513,184.3402963,21:53.5
dev_100311,sensor,0.685,17.710868,75.41576,46:11.5,0.829,0.343,0.337,167,67,-73.9,TRUE,1.2.7,0,3,0.812,0.309,Low,Normal monitoring; periodic audit,dev_100311,sensor,106.0013027,143.3666827,180.7320627,46:11.5
dev_100312,smartphone,0.02,18.127681,79.01318,59:49.5,0.726,0.53,0.26,42,55,-77.8,TRUE,1.0.7,2,1,0.889,0.273,Low,Normal monitoring; periodic audit,dev_100312,smartphone,111.3801337,150.8767237,190.3733137,59:49.5
dev_100313,appliance,0.596,22.615343,79.0951,57:20.5,0.461,0.547,0.421,123,82,-90.7,TRUE,3.0.1,1,4,1,0.415,Medium,Schedule patch; Enable additional logging; User notification,dev_100313,appliance,112.6012477,151.8507977,191.1003477,57:20.5
dev_100314,router,0.735,19.523208,83.580525,24:19.5,0.742,0.932,0.494,9,100,-52.6,TRUE,1.0.1,1,1,0.76,0.271,Low,Normal monitoring; periodic audit,dev_100314,router,117.458436,158.8811985,200.303961,24:19.5
dev_100315,thermostat,0.563,16.941558,78.923655,47:39.5,0.89,0.717,0.417,40,41,-71.9,TRUE,1.0.2,0,2,0.708,0.246,Low,Normal monitoring; periodic audit,dev_100315,thermostat,110.5033927,149.6837202,188.8640477,47:39.5
dev_100316,sensor,0.255,16.733153,80.724318,32:57.5,0.437,0.891,0.412,186,69,-73.2,TRUE,3.0.5,3,0,0.742,0.339,Low,Normal monitoring; periodic audit,dev_100316,sensor,113.0401417,153.2748007,193.5094597,32:57.5
dev_100317,sensor,0.757,18.257476,82.957431,44:35.5,0.899,0.532,0.168,219,38,-59.2,TRUE,1.2.7,2,0,0.876,0.198,Low,Normal monitoring; periodic audit,dev_100317,sensor,116.1910667,157.2912822,198.3914977,44:35.5
dev_100318,appliance,0.572,21.929053,76.448257,01:52.5,0.886,0.614,0.101,35,40,-74.5,TRUE,1.0.1,2,1,0.659,0.172,Low,Normal monitoring; periodic audit,dev_100318,appliance,108.8593603,146.7974888,184.7356173,01:52.5
dev_100319,sensor,0.664,15.830864,74.760791,58:39.5,0.604,0.529,0.172,169,67,-72.7,TRUE,3.0.3,2,0,0.694,0.256,Low,Normal monitoring; periodic audit,dev_100319,sensor,104.5153427,141.5637382,178.6121337,58:39.5
dev_100320,wearable,0.753,17.24104,77.476459,44:35.5,0.797,0.866,0.397,17,57,-76.2,FALSE,2.0.5,2,1,0.617,0.255,Low,Normal monitoring; periodic audit,dev_100320,wearable,108.5469587,146.9086882,185.2704177,44:35.5
dev_100321,appliance,0.701,25.353839,77.06891,56:15.5,0.399,0.643,0.299,94,72,-65.6,TRUE,2.0.1,2,0,0.85,0.321,Low,Normal monitoring; periodic audit,dev_100321,appliance,110.742493,148.926448,187.110403,56:15.5
dev_100322,vehicle,1,23.649508,81.876427,37:24.5,0.667,0.425,0,182,42,-70.2,TRUE,3.0.4,0,1,0.72,0.179,Low,Normal monitoring; periodic audit,dev_100322,vehicle,116.385072,156.8232855,197.261499,37:24.5
dev_100323,thermostat,0.277,17.265043,78.034637,16:34.5,0.775,0.576,0.529,184,65,-47.9,TRUE,3.0.7,2,1,0.907,0.357,Medium,Schedule patch; Enable additional logging; User notification,dev_100323,thermostat,109.6165303,148.4953488,187.3741673,16:34.5
dev_100324,camera,0.672,17.482402,80.974311,18:08.5,0.621,0.724,0.281,25,36,-48.9,TRUE,1.0.6,0,1,0.647,0.233,Low,Normal monitoring; periodic audit,dev_100324,camera,113.3452153,153.4963708,193.6475263,18:08.5
dev_100325,vehicle,0.771,22.225178,77.380019,18:11.5,0.723,0.985,0.33,91,80,-61.7,FALSE,1.1.8,2,0,0.569,0.215,Low,Normal monitoring; periodic audit,dev_100325,vehicle,110.0677513,148.3722608,186.6767703,18:11.5
dev_100326,sensor,0.552,20.60721,74.396872,56:36.5,0.746,0.652,0.24,2,84,-68.4,TRUE,2.1.5,0,2,0.604,0.22,Low,Normal monitoring; periodic audit,dev_100326,sensor,105.6968993,142.6193353,179.5417713,56:36.5
dev_100327,appliance,0.921,20.888057,77.917791,07:23.5,0.686,0.578,0.162,19,74,-82.9,TRUE,1.2.6,1,0,0.594,0.202,Low,Normal monitoring; periodic audit,dev_100327,appliance,110.2390737,148.7374692,187.2358647,07:23.5
dev_100328,smartphone,0.594,25.138177,75.119652,20:59.5,0.465,0.549,0.228,2,36,-61.4,TRUE,1.2.9,1,0,0.782,0.273,Low,Normal monitoring; periodic audit,dev_100328,smartphone,108.1429283,145.4057543,182.6685803,20:59.5
